customer_id,adviser_id,rank,weekly_hazard,median_weeks_to_placement,survival_w1,survival_w2,survival_w4,survival_w8,survival_w12,survival_w16,survival_w24
CUS-08046,ADV-0047,2,0.0202,34.0,98.0,96.0,92.2,85.0,78.3,72.2,61.3
CUS-08046,ADV-0183,3,0.0212,32.3,97.9,95.8,91.8,84.2,77.3,71.0,59.8
CUS-08047,ADV-0171,1,0.0326,20.9,96.7,93.6,87.6,76.7,67.2,58.9,45.2
CUS-08047,ADV-0159,2,0.0328,20.8,96.7,93.5,87.5,76.6,67.0,58.6,44.9
CUS-08047,ADV-0196,3,0.0334,20.4,96.7,93.4,87.3,76.2,66.5,58.1,44.3
CUS-08048,ADV-0072,1,0.043,15.8,95.7,91.6,83.9,70.4,59.0,49.5,34.8
CUS-08048,ADV-0205,2,0.04,17.0,96.0,92.2,84.9,72.1,61.3,52.1,37.6
CUS-08048,ADV-0197,3,0.0412,16.5,95.9,91.9,84.5,71.4,60.4,51.0,36.4
CUS-08049,ADV-0028,1,0.0356,19.1,96.4,93.0,86.5,74.8,64.8,56.0,41.9
CUS-08049,ADV-0088,2,0.0366,18.6,96.3,92.8,86.2,74.2,64.0,55.1,40.9
CUS-08049,ADV-0165,3,0.0365,18.6,96.4,92.8,86.2,74.3,64.0,55.2,41.0
CUS-08050,ADV-0060,1,0.0287,23.8,97.1,94.3,89.0,79.2,70.5,62.7,49.7
CUS-08050,ADV-0100,2,0.0282,24.3,97.2,94.4,89.2,79.6,71.0,63.3,50.4
CUS-08050,ADV-0229,3,0.0278,24.6,97.2,94.5,89.3,79.8,71.3,63.7,50.8
CUS-08051,ADV-0146,1,0.0338,20.1,96.6,93.3,87.1,75.9,66.2,57.7,43.8
CUS-08051,ADV-0233,2,0.0328,20.8,96.7,93.6,87.5,76.6,67.1,58.7,45.0
CUS-08051,ADV-0086,3,0.0331,20.6,96.7,93.5,87.4,76.4,66.8,58.4,44.6
CUS-08052,ADV-0019,1,0.0205,33.4,97.9,95.9,92.0,84.7,77.9,71.7,60.8
CUS-08052,ADV-0047,2,0.0191,35.9,98.1,96.2,92.6,85.7,79.3,73.4,62.9
CUS-08052,ADV-0244,3,0.0188,36.5,98.1,96.3,92.7,85.9,79.6,73.8,63.4
CUS-08053,ADV-0225,1,0.0337,20.2,96.6,93.4,87.2,76.0,66.3,57.8,43.9
CUS-08053,ADV-0240,2,0.0329,20.7,96.7,93.5,87.5,76.5,67.0,58.6,44.8
CUS-08053,ADV-0183,3,0.0332,20.5,96.7,93.5,87.4,76.3,66.7,58.2,44.4
CUS-08054,ADV-0011,1,0.0253,27.1,97.5,95.0,90.3,81.5,73.6,66.4,54.1
CUS-08054,ADV-0042,2,0.0257,26.7,97.4,94.9,90.1,81.2,73.2,66.0,53.6
CUS-08054,ADV-0150,3,0.0262,26.1,97.4,94.8,89.9,80.9,72.7,65.4,52.9
CUS-08055,ADV-0095,1,0.0357,19.1,96.4,93.0,86.5,74.8,64.7,55.9,41.8
CUS-08055,ADV-0209,2,0.0364,18.7,96.4,92.9,86.2,74.3,64.1,55.3,41.1
CUS-08055,ADV-0067,3,0.0365,18.6,96.3,92.8,86.2,74.2,64.0,55.1,40.9
CUS-08056,ADV-0205,1,0.0463,14.6,95.4,90.9,82.7,68.4,56.6,46.8,32.0
CUS-08056,ADV-0114,2,0.0463,14.6,95.4,91.0,82.7,68.5,56.7,46.9,32.1
CUS-08056,ADV-0198,3,0.0489,13.8,95.1,90.5,81.8,67.0,54.8,44.8,30.0
CUS-08057,ADV-0240,1,0.0281,24.3,97.2,94.5,89.2,79.6,71.1,63.4,50.5
CUS-08057,ADV-0209,2,0.0283,24.1,97.2,94.4,89.1,79.4,70.8,63.1,50.1
CUS-08057,ADV-0052,3,0.028,24.4,97.2,94.5,89.3,79.7,71.1,63.5,50.6
CUS-08058,ADV-0182,1,0.0506,13.4,94.9,90.1,81.3,66.0,53.7,43.6,28.8
CUS-08058,ADV-0146,2,0.0516,13.1,94.8,89.9,80.9,65.5,53.0,42.8,28.0
CUS-08058,ADV-0086,3,0.0504,13.4,95.0,90.2,81.3,66.1,53.7,43.7,28.9
CUS-08059,ADV-0018,1,0.0495,13.7,95.1,90.4,81.6,66.6,54.4,44.4,29.6
CUS-08059,ADV-0169,2,0.0502,13.5,95.0,90.2,81.4,66.3,53.9,43.9,29.1
CUS-08059,ADV-0065,3,0.0476,14.2,95.2,90.7,82.3,67.7,55.7,45.8,31.0
CUS-08060,ADV-0047,1,0.0256,26.7,97.4,94.9,90.1,81.2,73.2,66.0,53.6
CUS-08060,ADV-0155,2,0.0272,25.1,97.3,94.6,89.5,80.2,71.8,64.3,51.6
CUS-08060,ADV-0183,3,0.0269,25.4,97.3,94.7,89.6,80.4,72.1,64.6,51.9
CUS-08061,ADV-0116,1,0.0301,22.7,97.0,94.1,88.5,78.3,69.3,61.3,48.0
CUS-08061,ADV-0092,2,0.0301,22.7,97.0,94.1,88.5,78.3,69.3,61.3,48.0
CUS-08061,ADV-0103,3,0.0294,23.2,97.1,94.2,88.7,78.7,69.9,62.0,48.8
CUS-08062,ADV-0104,1,0.0399,17.0,96.0,92.2,85.0,72.2,61.4,52.1,37.7
CUS-08062,ADV-0174,2,0.0385,17.6,96.1,92.4,85.5,73.0,62.4,53.3,39.0
CUS-08062,ADV-0217,3,0.0384,17.7,96.2,92.5,85.5,73.1,62.5,53.4,39.1
CUS-08063,ADV-0006,1,0.0419,16.2,95.8,91.8,84.3,71.0,59.9,50.5,35.8
CUS-08063,ADV-0062,2,0.0413,16.5,95.9,91.9,84.5,71.4,60.3,51.0,36.4
CUS-08063,ADV-0066,3,0.0401,17.0,96.0,92.1,84.9,72.1,61.2,52.0,37.5
CUS-08064,ADV-0006,1,0.049,13.8,95.1,90.4,81.8,66.9,54.7,44.7,29.9
CUS-08064,ADV-0117,2,0.0487,13.9,95.1,90.5,81.9,67.1,54.9,45.0,30.2
CUS-08064,ADV-0205,3,0.0459,14.7,95.4,91.0,82.9,68.7,56.9,47.1,32.4
CUS-08065,ADV-0032,1,0.0978,6.7,90.2,81.4,66.2,43.9,29.1,19.3,8.5
CUS-08065,ADV-0223,2,0.0963,6.8,90.4,81.7,66.7,44.5,29.7,19.8,8.8
CUS-08065,ADV-0127,3,0.0968,6.8,90.3,81.6,66.6,44.3,29.5,19.6,8.7
CUS-08066,ADV-0203,1,0.0251,27.3,97.5,95.0,90.3,81.6,73.7,66.6,54.4
CUS-08066,ADV-0201,2,0.0251,27.3,97.5,95.0,90.3,81.6,73.7,66.6,54.4
CUS-08066,ADV-0071,3,0.0255,26.8,97.4,95.0,90.2,81.3,73.3,66.1,53.8
CUS-08067,ADV-0134,1,0.0175,39.4,98.3,96.5,93.2,86.9,81.0,75.5,65.5
CUS-08067,ADV-0100,2,0.0169,40.8,98.3,96.7,93.4,87.3,81.5,76.2,66.5
CUS-08067,ADV-0056,3,0.0164,41.9,98.4,96.7,93.6,87.6,82.0,76.8,67.2
CUS-08068,ADV-0038,1,0.0349,19.5,96.5,93.1,86.7,75.2,65.3,56.6,42.6
CUS-08068,ADV-0155,2,0.0364,18.7,96.4,92.9,86.2,74.4,64.1,55.3,41.1
CUS-08068,ADV-0209,3,0.0359,18.9,96.4,92.9,86.4,74.6,64.5,55.7,41.5
CUS-08069,ADV-0048,1,0.0119,57.9,98.8,97.6,95.3,90.9,86.6,82.6,75.0
CUS-08069,ADV-0222,2,0.0123,56.2,98.8,97.6,95.2,90.6,86.2,82.1,74.4
CUS-08069,ADV-0170,3,0.0118,58.3,98.8,97.6,95.4,90.9,86.7,82.7,75.2
CUS-08070,ADV-0028,1,0.0367,18.6,96.3,92.8,86.1,74.2,63.9,55.0,40.8
CUS-08070,ADV-0088,2,0.0377,18.0,96.2,92.6,85.8,73.5,63.1,54.1,39.8
CUS-08070,ADV-0044,3,0.0376,18.1,96.2,92.6,85.8,73.6,63.1,54.2,39.9
CUS-08071,ADV-0088,1,0.0583,11.5,94.2,88.7,78.7,61.9,48.7,38.3,23.7
CUS-08071,ADV-0204,2,0.0576,11.7,94.2,88.8,78.9,62.2,49.1,38.7,24.1
CUS-08071,ADV-0141,3,0.0563,12.0,94.4,89.1,79.3,62.9,49.9,39.5,24.9
CUS-08072,ADV-0062,1,0.0494,13.7,95.1,90.4,81.7,66.7,54.5,44.5,29.7
CUS-08072,ADV-0087,2,0.0501,13.5,95.0,90.2,81.4,66.3,54.0,43.9,29.1
CUS-08072,ADV-0077,3,0.048,14.1,95.2,90.6,82.1,67.4,55.4,45.5,30.7
CUS-08073,ADV-0117,1,0.0342,19.9,96.6,93.3,87.0,75.7,65.8,57.3,43.4
CUS-08073,ADV-0146,2,0.0349,19.5,96.5,93.1,86.8,75.3,65.3,56.6,42.6
CUS-08073,ADV-0160,3,0.0342,19.9,96.6,93.3,87.0,75.7,65.9,57.3,43.4
CUS-08074,ADV-0111,1,0.0239,28.7,97.6,95.3,90.8,82.4,74.8,68.0,56.0
CUS-08074,ADV-0225,2,0.0257,26.6,97.4,94.9,90.1,81.2,73.2,65.9,53.5
CUS-08074,ADV-0209,3,0.0253,27.1,97.5,95.0,90.3,81.5,73.5,66.4,54.1
CUS-08075,ADV-0146,1,0.0612,11.0,93.9,88.1,77.7,60.4,46.9,36.4,22.0
CUS-08075,ADV-0077,2,0.0579,11.6,94.2,88.8,78.8,62.0,48.9,38.5,23.9
CUS-08075,ADV-0014,3,0.0599,11.2,94.0,88.4,78.1,61.0,47.6,37.2,22.7
CUS-08076,ADV-0038,1,0.0355,19.2,96.4,93.0,86.5,74.9,64.8,56.1,42.0
CUS-08076,ADV-0155,2,0.037,18.4,96.3,92.7,86.0,74.0,63.6,54.7,40.5
CUS-08076,ADV-0240,3,0.0362,18.8,96.4,92.9,86.3,74.5,64.2,55.4,41.3
CUS-08077,ADV-0060,1,0.022,31.1,97.8,95.6,91.5,83.7,76.5,70.0,58.6
CUS-08077,ADV-0134,2,0.0224,30.6,97.8,95.6,91.3,83.4,76.2,69.6,58.1
CUS-08077,ADV-0222,3,0.0223,30.7,97.8,95.6,91.4,83.5,76.3,69.7,58.2
CUS-08078,ADV-0044,1,0.0508,13.3,94.9,90.1,81.2,65.9,53.5,43.5,28.6
CUS-08078,ADV-0163,2,0.0512,13.2,94.9,90.0,81.0,65.6,53.2,43.1,28.3
CUS-08078,ADV-0165,3,0.0508,13.3,94.9,90.1,81.2,65.9,53.5,43.4,28.6
CUS-08079,ADV-0241,1,0.031,22.0,96.9,93.9,88.2,77.7,68.6,60.4,47.0
CUS-08079,ADV-0148,2,0.0317,21.5,96.8,93.8,87.9,77.3,67.9,59.7,46.1
CUS-08079,ADV-0083,3,0.0321,21.2,96.8,93.7,87.7,77.0,67.6,59.3,45.6
CUS-08080,ADV-0019,1,0.0412,16.5,95.9,91.9,84.5,71.4,60.3,51.0,36.4
CUS-08080,ADV-0225,2,0.0409,16.6,95.9,92.0,84.6,71.6,60.6,51.2,36.7
CUS-08080,ADV-0047,3,0.0384,17.7,96.2,92.5,85.5,73.1,62.5,53.5,39.1
CUS-08081,ADV-0159,1,0.0344,19.8,96.6,93.2,87.0,75.6,65.7,57.2,43.2
CUS-08081,ADV-0138,2,0.0353,19.3,96.5,93.1,86.6,75.0,64.9,56.2,42.2
CUS-08081,ADV-0082,3,0.034,20.1,96.6,93.3,87.1,75.9,66.1,57.5,43.6
CUS-08082,ADV-0055,1,0.019,36.2,98.1,96.2,92.6,85.8,79.5,73.6,63.2
CUS-08082,ADV-0183,2,0.0191,36.0,98.1,96.2,92.6,85.7,79.4,73.5,63.0
CUS-08082,ADV-0045,3,0.0182,37.8,98.2,96.4,92.9,86.4,80.3,74.6,64.4
CUS-08083,ADV-0223,1,0.0517,13.1,94.8,89.9,80.9,65.4,52.9,42.8,28.0
CUS-08083,ADV-0211,2,0.0531,12.7,94.7,89.7,80.4,64.6,51.9,41.8,27.0
CUS-08083,ADV-0059,3,0.0516,13.1,94.8,89.9,80.9,65.4,52.9,42.8,28.0
CUS-08084,ADV-0048,1,0.0132,52.0,98.7,97.4,94.8,89.9,85.2,80.8,72.6
CUS-08084,ADV-0091,2,0.0134,51.5,98.7,97.3,94.8,89.8,85.1,80.6,72.4
CUS-08084,ADV-0203,3,0.0136,50.8,98.6,97.3,94.7,89.7,84.9,80.4,72.1
CUS-08085,ADV-0222,1,0.0274,25.0,97.3,94.6,89.5,80.1,71.7,64.1,51.3
CUS-08085,ADV-0203,2,0.0272,25.2,97.3,94.6,89.6,80.2,71.8,64.3,51.6
CUS-08085,ADV-0056,3,0.0258,26.5,97.4,94.9,90.1,81.1,73.0,65.8,53.4
CUS-08086,ADV-0053,1,0.0224,30.5,97.8,95.6,91.3,83.4,76.2,69.6,58.0
CUS-08086,ADV-0168,2,0.023,29.8,97.7,95.5,91.1,83.0,75.6,68.9,57.2
CUS-08086,ADV-0163,3,0.0236,29.0,97.6,95.3,90.9,82.6,75.1,68.2,56.4
CUS-08087,ADV-0028,1,0.0618,10.9,93.8,88.0,77.5,60.0,46.5,36.0,21.6
CUS-08087,ADV-0044,2,0.0634,10.6,93.7,87.7,77.0,59.2,45.6,35.1,20.8
CUS-08087,ADV-0141,3,0.0614,10.9,93.9,88.1,77.6,60.2,46.7,36.3,21.8
CUS-08088,ADV-0053,1,0.0398,17.0,96.0,92.2,85.0,72.2,61.4,52.2,37.7
CUS-08088,ADV-0022,2,0.04,17.0,96.0,92.2,84.9,72.1,61.2,52.0,37.5
CUS-08088,ADV-0141,3,0.0403,16.9,96.0,92.1,84.8,72.0,61.1,51.8,37.3
CUS-08089,ADV-0159,1,0.0314,21.7,96.9,93.8,88.0,77.5,68.2,60.0,46.5
CUS-08089,ADV-0187,2,0.0324,21.1,96.8,93.6,87.7,76.9,67.4,59.1,45.4
CUS-08089,ADV-0051,3,0.03,22.7,97.0,94.1,88.5,78.4,69.4,61.4,48.1
CUS-08090,ADV-0055,1,0.0238,28.8,97.6,95.3,90.8,82.5,74.9,68.0,56.1
CUS-08090,ADV-0096,2,0.024,28.5,97.6,95.3,90.7,82.3,74.7,67.8,55.8
CUS-08090,ADV-0155,3,0.0241,28.4,97.6,95.2,90.7,82.2,74.6,67.6,55.6
CUS-08091,ADV-0093,1,0.0345,19.8,96.6,93.2,86.9,75.5,65.6,57.1,43.1
CUS-08091,ADV-0187,2,0.0352,19.4,96.5,93.1,86.7,75.1,65.1,56.4,42.3
CUS-08091,ADV-0083,3,0.0339,20.1,96.6,93.3,87.1,75.9,66.1,57.6,43.7
CUS-08092,ADV-0028,1,0.0208,33.0,97.9,95.9,91.9,84.5,77.7,71.5,60.4
CUS-08092,ADV-0141,2,0.0207,33.2,97.9,95.9,92.0,84.6,77.8,71.6,60.6
CUS-08092,ADV-0035,3,0.0196,35.0,98.0,96.1,92.4,85.4,78.9,72.9,62.2
CUS-08093,ADV-0087,1,0.0611,11.0,93.9,88.1,77.7,60.4,46.9,36.4,22.0
CUS-08093,ADV-0077,2,0.0586,11.5,94.1,88.6,78.5,61.7,48.4,38.0,23.5
CUS-08093,ADV-0061,3,0.0585,11.5,94.1,88.6,78.6,61.7,48.5,38.1,23.5
CUS-08094,ADV-0028,1,0.0303,22.5,97.0,94.0,88.4,78.2,69.1,61.1,47.8
CUS-08094,ADV-0053,2,0.0298,22.9,97.0,94.1,88.6,78.5,69.5,61.6,48.4
CUS-08094,ADV-0094,3,0.0306,22.3,96.9,94.0,88.3,78.0,68.9,60.9,47.5
CUS-08095,ADV-0006,1,0.0224,30.6,97.8,95.6,91.3,83.4,76.2,69.6,58.1
CUS-08095,ADV-0182,2,0.0222,30.9,97.8,95.6,91.4,83.6,76.4,69.8,58.3
CUS-08095,ADV-0206,3,0.0215,31.8,97.8,95.7,91.7,84.0,77.0,70.6,59.3
CUS-08096,ADV-0006,1,0.0695,9.6,93.0,86.6,75.0,56.2,42.1,31.6,17.7
CUS-08096,ADV-0205,2,0.0651,10.3,93.5,87.4,76.4,58.4,44.6,34.1,19.9
CUS-08096,ADV-0032,3,0.0675,9.9,93.3,87.0,75.6,57.2,43.3,32.7,18.7
CUS-08097,ADV-0048,1,0.0474,14.3,95.3,90.8,82.4,67.8,55.9,46.0,31.2
CUS-08097,ADV-0056,2,0.0461,14.7,95.4,91.0,82.8,68.6,56.8,47.0,32.3
CUS-08097,ADV-0071,3,0.0493,13.7,95.1,90.4,81.7,66.7,54.5,44.5,29.7
CUS-08098,ADV-0042,1,0.0562,12.0,94.4,89.1,79.3,63.0,49.9,39.6,24.9
CUS-08098,ADV-0187,2,0.0575,11.7,94.2,88.8,78.9,62.3,49.1,38.8,24.1
CUS-08098,ADV-0069,3,0.0563,12.0,94.4,89.1,79.3,62.9,49.9,39.6,24.9
CUS-08099,ADV-0233,1,0.0415,16.4,95.9,91.9,84.4,71.2,60.1,50.8,36.2
CUS-08099,ADV-0018,2,0.0417,16.3,95.8,91.8,84.3,71.1,59.9,50.5,35.9
CUS-08099,ADV-0198,3,0.0418,16.2,95.8,91.8,84.3,71.1,59.9,50.5,35.9
CUS-08100,ADV-0096,1,0.0149,46.2,98.5,97.0,94.2,88.7,83.5,78.7,69.8
CUS-08100,ADV-0047,2,0.0141,48.9,98.6,97.2,94.5,89.3,84.4,79.7,71.2
CUS-08100,ADV-0095,3,0.0145,47.5,98.6,97.1,94.3,89.0,83.9,79.2,70.5
CUS-08101,ADV-0160,1,0.0715,9.3,92.8,86.2,74.3,55.2,41.0,30.5,16.8
CUS-08101,ADV-0123,2,0.0686,9.7,93.1,86.7,75.2,56.6,42.6,32.0,18.1
CUS-08101,ADV-0206,3,0.0695,9.6,93.1,86.6,75.0,56.2,42.1,31.6,17.8
CUS-08102,ADV-0197,1,0.0966,6.8,90.3,81.6,66.6,44.4,29.6,19.7,8.7
CUS-08102,ADV-0223,2,0.0957,6.9,90.4,81.8,66.9,44.7,29.9,20.0,8.9
CUS-08102,ADV-0182,3,0.0994,6.6,90.1,81.1,65.8,43.3,28.5,18.7,8.1
CUS-08103,ADV-0038,1,0.0101,68.6,99.0,98.0,96.0,92.2,88.6,85.1,78.5
CUS-08103,ADV-0079,2,0.0099,70.0,99.0,98.0,96.1,92.4,88.8,85.3,78.8
CUS-08103,ADV-0225,3,0.0105,65.6,98.9,97.9,95.9,91.9,88.1,84.4,77.6
CUS-08104,ADV-0019,1,0.0381,17.9,96.2,92.5,85.6,73.3,62.8,53.7,39.4
CUS-08104,ADV-0047,2,0.0354,19.2,96.5,93.0,86.6,74.9,64.9,56.2,42.1
CUS-08104,ADV-0244,3,0.0349,19.5,96.5,93.1,86.8,75.3,65.3,56.7,42.7
CUS-08105,ADV-0204,1,0.0519,13.0,94.8,89.9,80.8,65.3,52.8,42.7,27.9
CUS-08105,ADV-0044,2,0.0523,12.9,94.8,89.8,80.7,65.1,52.5,42.3,27.5
CUS-08105,ADV-0053,3,0.0502,13.5,95.0,90.2,81.4,66.2,53.9,43.9,29.1
CUS-08106,ADV-0060,1,0.0263,26.0,97.4,94.8,89.9,80.8,72.6,65.3,52.7
CUS-08106,ADV-0203,2,0.0264,25.9,97.4,94.8,89.8,80.7,72.5,65.2,52.6
CUS-08106,ADV-0056,3,0.0251,27.3,97.5,95.0,90.3,81.6,73.7,66.6,54.3
CUS-08107,ADV-0223,1,0.0521,13.0,94.8,89.9,80.7,65.2,52.6,42.5,27.7
CUS-08107,ADV-0123,2,0.0518,13.0,94.8,89.9,80.8,65.3,52.8,42.7,27.9
CUS-08107,ADV-0233,3,0.0534,12.6,94.7,89.6,80.3,64.5,51.8,41.6,26.8
CUS-08108,ADV-0062,1,0.0537,12.6,94.6,89.5,80.2,64.3,51.6,41.4,26.6
CUS-08108,ADV-0135,2,0.0518,13.0,94.8,89.9,80.8,65.3,52.8,42.7,27.9
CUS-08108,ADV-0185,3,0.0546,12.3,94.5,89.4,79.9,63.8,51.0,40.7,26.0
CUS-08109,ADV-0028,1,0.0367,18.5,96.3,92.8,86.1,74.1,63.8,55.0,40.7
CUS-08109,ADV-0088,2,0.0377,18.0,96.2,92.6,85.7,73.5,63.0,54.0,39.7
CUS-08109,ADV-0094,3,0.037,18.4,96.3,92.7,86.0,73.9,63.6,54.7,40.4
CUS-08110,ADV-0064,1,0.0344,19.8,96.6,93.2,86.9,75.6,65.7,57.1,43.2
CUS-08110,ADV-0055,2,0.0345,19.7,96.5,93.2,86.9,75.5,65.6,57.0,43.0
CUS-08110,ADV-0244,3,0.0325,21.0,96.8,93.6,87.6,76.8,67.3,58.9,45.3
CUS-08111,ADV-0053,1,0.0616,10.9,93.8,88.1,77.5,60.1,46.6,36.2,21.7
CUS-08111,ADV-0035,2,0.059,11.4,94.1,88.6,78.4,61.5,48.2,37.8,23.3
CUS-08111,ADV-0191,3,0.0635,10.6,93.6,87.7,76.9,59.2,45.5,35.0,20.7
CUS-08112,ADV-0131,1,0.029,23.6,97.1,94.3,88.9,79.0,70.2,62.4,49.3
CUS-08112,ADV-0150,2,0.0297,23.0,97.0,94.1,88.6,78.6,69.6,61.7,48.5
CUS-08112,ADV-0219,3,0.0295,23.1,97.0,94.2,88.7,78.7,69.8,61.9,48.7
CUS-08113,ADV-0225,1,0.0185,37.1,98.1,96.3,92.8,86.1,79.9,74.1,63.8
CUS-08113,ADV-0067,2,0.0183,37.5,98.2,96.4,92.9,86.3,80.1,74.4,64.2
CUS-08113,ADV-0109,3,0.0178,38.7,98.2,96.5,93.1,86.6,80.6,75.1,65.0
CUS-08114,ADV-0064,1,0.031,22.0,96.9,93.9,88.2,77.7,68.5,60.4,47.0
CUS-08114,ADV-0199,2,0.0311,22.0,96.9,93.9,88.1,77.7,68.5,60.3,46.9
CUS-08114,ADV-0161,3,0.0295,23.1,97.0,94.2,88.7,78.7,69.8,61.9,48.7
CUS-08115,ADV-0038,1,0.0293,23.3,97.1,94.2,88.8,78.8,70.0,62.1,49.0
CUS-08115,ADV-0064,2,0.0299,22.8,97.0,94.1,88.6,78.4,69.5,61.5,48.2
CUS-08115,ADV-0055,3,0.0301,22.7,97.0,94.1,88.5,78.3,69.3,61.3,48.0
CUS-08116,ADV-0006,1,0.0387,17.6,96.1,92.4,85.4,73.0,62.3,53.2,38.8
CUS-08116,ADV-0160,2,0.0383,17.7,96.2,92.5,85.5,73.2,62.6,53.5,39.2
CUS-08116,ADV-0018,3,0.0381,17.8,96.2,92.5,85.6,73.3,62.7,53.7,39.3
CUS-08117,ADV-0131,1,0.0226,30.3,97.7,95.5,91.3,83.3,76.0,69.3,57.7
CUS-08117,ADV-0159,2,0.0226,30.3,97.7,95.5,91.3,83.3,76.0,69.4,57.8
CUS-08117,ADV-0187,3,0.0233,29.5,97.7,95.4,91.0,82.8,75.4,68.6,56.9
CUS-08118,ADV-0064,1,0.0297,23.0,97.0,94.2,88.6,78.6,69.7,61.7,48.5
CUS-08118,ADV-0209,2,0.0299,22.8,97.0,94.1,88.5,78.4,69.4,61.5,48.2
CUS-08118,ADV-0199,3,0.0298,22.9,97.0,94.1,88.6,78.5,69.6,61.7,48.4
CUS-08119,ADV-0111,1,0.0279,24.5,97.2,94.5,89.3,79.8,71.2,63.6,50.7
CUS-08119,ADV-0140,2,0.0295,23.1,97.0,94.2,88.7,78.7,69.8,61.9,48.7
CUS-08119,ADV-0096,3,0.0298,22.9,97.0,94.1,88.6,78.5,69.6,61.7,48.4
CUS-08120,ADV-0134,1,0.018,38.2,98.2,96.4,93.0,86.5,80.4,74.8,64.7
CUS-08120,ADV-0170,2,0.0173,39.8,98.3,96.6,93.3,87.0,81.1,75.7,65.8
CUS-08120,ADV-0058,3,0.0178,38.6,98.2,96.5,93.1,86.6,80.6,75.0,65.0
CUS-08121,ADV-0077,1,0.0248,27.6,97.5,95.1,90.4,81.8,74.0,66.9,54.7
CUS-08121,ADV-0114,2,0.0242,28.3,97.6,95.2,90.7,82.2,74.6,67.6,55.6
CUS-08121,ADV-0232,3,0.0243,28.2,97.6,95.2,90.6,82.2,74.5,67.5,55.5
CUS-08122,ADV-0134,1,0.0206,33.3,97.9,95.9,92.0,84.6,77.9,71.7,60.7
CUS-08122,ADV-0222,2,0.0206,33.4,97.9,95.9,92.0,84.7,77.9,71.7,60.8
CUS-08122,ADV-0203,3,0.0204,33.6,98.0,96.0,92.1,84.8,78.1,71.9,61.0
CUS-08123,ADV-0140,1,0.0307,22.2,96.9,93.9,88.3,77.9,68.8,60.7,47.3
CUS-08123,ADV-0225,2,0.0312,21.8,96.9,93.9,88.1,77.6,68.3,60.2,46.7
CUS-08123,ADV-0240,3,0.0304,22.4,97.0,94.0,88.4,78.1,69.0,61.0,47.6
CUS-08124,ADV-0180,1,0.0449,15.1,95.5,91.2,83.2,69.2,57.6,47.9,33.2
CUS-08124,ADV-0165,2,0.0462,14.7,95.4,91.0,82.8,68.5,56.7,46.9,32.2
CUS-08124,ADV-0191,3,0.0457,14.8,95.4,91.1,82.9,68.8,57.1,47.3,32.6
CUS-08125,ADV-0011,1,0.0141,48.8,98.6,97.2,94.5,89.3,84.3,79.7,71.1
CUS-08125,ADV-0159,2,0.0142,48.3,98.6,97.2,94.4,89.2,84.2,79.5,70.9
CUS-08125,ADV-0186,3,0.0139,49.5,98.6,97.2,94.6,89.4,84.5,79.9,71.5
CUS-08126,ADV-0096,1,0.0315,21.7,96.9,93.8,88.0,77.4,68.1,60.0,46.4
CUS-08126,ADV-0240,2,0.031,22.0,96.9,93.9,88.2,77.8,68.6,60.5,47.0
CUS-08126,ADV-0209,3,0.0313,21.8,96.9,93.8,88.1,77.6,68.3,60.2,46.7
CUS-08127,ADV-0072,1,0.0424,16.0,95.8,91.7,84.1,70.7,59.5,50.0,35.4
CUS-08127,ADV-0228,2,0.0406,16.7,95.9,92.0,84.7,71.8,60.8,51.5,37.0
CUS-08127,ADV-0065,3,0.04,17.0,96.0,92.2,84.9,72.1,61.3,52.1,37.6
CUS-08128,ADV-0117,1,0.0587,11.5,94.1,88.6,78.5,61.6,48.4,38.0,23.4
CUS-08128,ADV-0039,2,0.0578,11.6,94.2,88.8,78.8,62.1,48.9,38.6,24.0
CUS-08128,ADV-0246,3,0.0568,11.9,94.3,89.0,79.1,62.6,49.6,39.2,24.6
CUS-08129,ADV-0093,1,0.0281,24.4,97.2,94.5,89.2,79.6,71.1,63.4,50.5
CUS-08129,ADV-0219,2,0.0284,24.1,97.2,94.4,89.1,79.4,70.8,63.1,50.1
CUS-08129,ADV-0081,3,0.0283,24.1,97.2,94.4,89.2,79.5,70.9,63.2,50.2
CUS-08130,ADV-0131,1,0.0345,19.7,96.5,93.2,86.9,75.5,65.6,57.0,43.0
CUS-08130,ADV-0042,2,0.0347,19.6,96.5,93.2,86.8,75.4,65.5,56.8,42.8
CUS-08130,ADV-0069,3,0.0348,19.6,96.5,93.2,86.8,75.4,65.4,56.8,42.8
CUS-08131,ADV-0202,1,0.045,15.1,95.5,91.2,83.2,69.2,57.6,47.9,33.1
CUS-08131,ADV-0176,2,0.0444,15.3,95.6,91.3,83.4,69.6,58.0,48.4,33.7
CUS-08131,ADV-0043,3,0.0458,14.8,95.4,91.0,82.9,68.7,57.0,47.2,32.4
CUS-08132,ADV-0006,1,0.035,19.5,96.5,93.1,86.7,75.2,65.2,56.6,42.6
CUS-08132,ADV-0182,2,0.0347,19.6,96.5,93.2,86.8,75.4,65.5,56.8,42.9
CUS-08132,ADV-0176,3,0.0337,20.2,96.6,93.4,87.2,76.0,66.3,57.8,43.9
CUS-08133,ADV-0019,1,0.0328,20.8,96.7,93.5,87.5,76.6,67.0,58.6,44.9
CUS-08133,ADV-0038,2,0.0312,21.9,96.9,93.9,88.1,77.6,68.4,60.3,46.8
CUS-08133,ADV-0064,3,0.0318,21.4,96.8,93.7,87.9,77.2,67.9,59.6,46.0
