journey_id,customer_id,adviser_id,region_key,started_date,current_stage,journey_state,success_probability,scenario_band,outcome,days_to_placement,placed_date,sustainability_pct,sms_reply_pct,push_open_pct,plan_completion_3,cv_progress_pct,vacancies_saved,sessions_attended_3,open_barriers
JNY-07378,CUS-07378,ADV-0148,south-yorkshire,2025-09-23,diagnostic,Failure,21.4,atrisk,Placed - dropped,200,2026-04-11,56,11.1,26.8,1,17.6,2,0,4
JNY-07379,CUS-07379,ADV-0141,north-london,2026-05-11,skills,Failure,12.6,atrisk,Withdrawn,150,2026-10-08,32,34.9,6.8,0,16.6,3,0,4
JNY-07380,CUS-07380,ADV-0246,south-east-london,2025-11-16,skills,Failure,14.2,atrisk,Withdrawn,121,2026-03-17,30,10.4,27.5,1,34.1,3,0,4
JNY-07381,CUS-07381,ADV-0236,south-east-london,2025-11-20,skills,Failure,27.1,atrisk,Placed - dropped,148,2026-04-17,25,15.1,30.8,0,27.1,3,1,4
JNY-07382,CUS-07382,ADV-0085,south-east-london,2026-01-31,actionplan,Failure,23.0,drifting,Placed - dropped,99,2026-05-10,47,58.4,49.8,2,46.8,4,2,2
JNY-07383,CUS-07383,ADV-0186,south-yorkshire,2026-03-20,routerCheck,Regressing,18.1,atrisk,Ongoing,0,1970-01-01,52,32.2,21.2,0,15.9,2,1,2
JNY-07384,CUS-07384,ADV-0147,south-east-london,2025-09-13,insupport,Success,98.6,drifting,Sustained 6mo+,81,2025-12-03,52,49.0,56.2,1,44.1,3,2,0
JNY-07385,CUS-07385,ADV-0130,south-east-london,2025-09-08,nudgeFirstDay,Progressing,83.3,ontrack,Placed - in progress,41,2025-10-19,80,90.3,91.1,3,90.7,10,3,0
JNY-07386,CUS-07386,ADV-0208,wales,2025-12-21,actionplan,Failure,29.1,drifting,Placed - dropped,104,2026-04-04,68,60.8,48.7,1,71.9,5,2,0
JNY-07387,CUS-07387,ADV-0186,south-yorkshire,2026-01-25,referral,Failure,10.5,atrisk,Withdrawn,106,2026-05-11,44,37.7,26.6,0,25.8,0,1,4
JNY-07388,CUS-07388,ADV-0082,south-yorkshire,2026-02-09,insupport,Success,98.8,ontrack,Sustained 6mo+,48,2026-03-29,71,94.8,92.5,3,95.1,11,3,0
JNY-07389,CUS-07389,ADV-0043,south-east-london,2026-01-05,skills,Regressing,25.1,atrisk,Ongoing,0,1970-01-01,43,15.3,16.4,0,14.3,2,0,2
JNY-07390,CUS-07390,ADV-0198,south-east-london,2026-01-18,insupport,Success,96.7,drifting,Sustained 6mo+,116,2026-05-14,58,55.2,40.9,1,43.8,5,2,0
JNY-07391,CUS-07391,ADV-0110,derbyshire-notts,2026-02-10,actionplan,Paused,26.9,atrisk,Ongoing,0,1970-01-01,29,25.9,19.5,0,28.9,1,0,4
JNY-07392,CUS-07392,ADV-0177,wales,2026-03-22,jobmatch,Progressing,82.4,atrisk,Placed - in progress,134,2026-08-03,41,35.6,6.2,0,31.2,0,0,3
JNY-07393,CUS-07393,ADV-0177,wales,2025-12-20,insupport,Success,95.4,drifting,Sustained 6mo+,99,2026-03-29,78,48.7,55.4,2,53.7,1,2,0
JNY-07394,CUS-07394,ADV-0165,north-london,2025-12-10,actionplan,Paused,36.5,atrisk,Ongoing,0,1970-01-01,56,29.5,24.0,0,25.7,3,0,3
JNY-07395,CUS-07395,ADV-0177,wales,2026-04-21,nudgeFirstDay,Progressing,80.9,ontrack,Placed - in progress,51,2026-06-11,87,93.1,93.2,3,86.3,10,3,0
JNY-07396,CUS-07396,ADV-0130,south-east-london,2026-01-22,jobmatch,Progressing,72.2,drifting,Placed - in progress,105,2026-05-07,61,53.5,52.2,1,58.2,3,2,1
JNY-07397,CUS-07397,ADV-0076,south-yorkshire,2025-11-28,actionplan,Failure,21.8,atrisk,Placed - dropped,122,2026-03-30,28,38.1,22.1,0,43.2,1,1,3
JNY-07398,CUS-07398,ADV-0101,wales,2026-05-04,interview,Progressing,74.1,atrisk,Placed - in progress,149,2026-09-30,21,37.4,28.4,0,15.6,1,1,3
JNY-07399,CUS-07399,ADV-0084,south-east-london,2025-11-11,skills,Paused,31.2,atrisk,Ongoing,0,1970-01-01,45,35.9,31.2,0,35.0,0,1,2
JNY-07400,CUS-07400,ADV-0084,south-east-london,2026-04-14,referral,Failure,10.2,atrisk,Withdrawn,196,2026-10-27,38,16.9,32.6,0,15.2,3,1,4
JNY-07401,CUS-07401,ADV-0177,wales,2025-11-20,jobmatch,Failure,24.5,drifting,Placed - dropped,61,2026-01-20,59,58.0,61.9,2,49.9,5,1,0
JNY-07402,CUS-07402,ADV-0225,wales,2025-11-09,offer,Progressing,88.9,ontrack,Placed - in progress,48,2025-12-27,86,90.9,83.9,3,95.8,6,2,0
JNY-07403,CUS-07403,ADV-0171,south-yorkshire,2025-12-18,referral,Failure,16.6,drifting,Placed - dropped,67,2026-02-23,50,47.8,58.8,1,71.3,4,2,0
JNY-07404,CUS-07404,ADV-0047,wales,2026-05-01,diagnostic,Failure,17.3,atrisk,Withdrawn,232,2026-12-19,39,31.3,11.8,0,28.9,1,1,3
JNY-07405,CUS-07405,ADV-0029,south-east-london,2026-04-02,skills,Paused,39.5,drifting,Ongoing,0,1970-01-01,68,65.2,62.9,2,63.4,3,2,0
JNY-07406,CUS-07406,ADV-0219,south-yorkshire,2026-04-09,referral,Failure,4.3,atrisk,Sanctioned referral,186,2026-10-12,41,13.0,11.9,0,16.8,3,0,2
JNY-07407,CUS-07407,ADV-0173,wales,2025-10-03,jobmatch,Progressing,89.1,atrisk,Placed - in progress,86,2025-12-28,42,12.1,33.5,1,29.3,1,0,4
JNY-07408,CUS-07408,ADV-0203,derbyshire-notts,2025-09-16,actionplan,Failure,19.1,atrisk,Placed - dropped,137,2026-01-31,33,27.1,28.0,1,11.1,2,1,2
JNY-07409,CUS-07409,ADV-0125,south-yorkshire,2026-05-09,skills,Failure,24.1,drifting,Placed - dropped,94,2026-08-11,56,67.8,58.9,1,56.9,5,2,1
JNY-07410,CUS-07410,ADV-0050,south-east-london,2026-04-28,insupport,Success,97.5,drifting,Sustained 6mo+,88,2026-07-25,62,64.2,61.5,1,41.8,3,2,0
JNY-07411,CUS-07411,ADV-0241,south-yorkshire,2025-10-07,insupport,Success,96.9,drifting,Sustained 6mo+,94,2026-01-09,74,69.8,58.6,1,75.0,4,2,1
JNY-07412,CUS-07412,ADV-0070,south-east-london,2025-09-25,actionplan,Paused,14.5,atrisk,Ongoing,0,1970-01-01,35,21.0,32.5,1,27.4,3,1,3
JNY-07413,CUS-07413,ADV-0077,south-east-london,2026-01-17,referral,Failure,20.4,atrisk,Placed - dropped,92,2026-04-19,41,37.4,14.6,0,22.4,3,1,2
JNY-07414,CUS-07414,ADV-0141,north-london,2025-12-16,interview,Progressing,80.3,drifting,Placed - in progress,72,2026-02-26,62,69.2,45.4,1,45.1,2,1,1
JNY-07415,CUS-07415,ADV-0148,south-yorkshire,2025-11-13,diagnostic,Failure,5.9,atrisk,Sanctioned referral,182,2026-05-14,45,24.3,28.6,0,38.8,3,1,4
JNY-07416,CUS-07416,ADV-0038,wales,2025-09-28,diagnostic,Failure,10.1,atrisk,Sanctioned referral,140,2026-02-15,49,14.7,20.3,1,23.0,2,1,3
JNY-07417,CUS-07417,ADV-0042,south-yorkshire,2026-02-21,actionplan,Failure,14.4,atrisk,Withdrawn,113,2026-06-14,51,25.6,6.4,0,19.8,2,0,4
JNY-07418,CUS-07418,ADV-0073,north-london,2025-11-09,referral,Failure,22.3,drifting,Placed - dropped,101,2026-02-18,55,48.4,42.5,1,58.5,2,1,1
JNY-07419,CUS-07419,ADV-0006,south-east-london,2025-09-20,insupport,Success,97.3,drifting,Sustained 6mo+,124,2026-01-22,79,61.6,49.6,1,57.9,2,1,0
JNY-07420,CUS-07420,ADV-0036,south-east-london,2025-12-07,nudgeFirstDay,Progressing,87.7,atrisk,Placed - in progress,188,2026-06-13,51,23.2,24.9,0,42.1,3,1,2
JNY-07421,CUS-07421,ADV-0087,south-east-london,2025-11-08,diagnostic,Failure,16.0,atrisk,Withdrawn,84,2026-01-31,38,21.2,10.2,1,17.7,0,1,2
JNY-07422,CUS-07422,ADV-0149,south-yorkshire,2026-03-17,actionplan,Paused,18.0,atrisk,Ongoing,0,1970-01-01,39,23.4,12.1,1,26.2,1,0,2
JNY-07423,CUS-07423,ADV-0232,south-east-london,2026-03-29,insupport,Success,97.9,drifting,Sustained 6mo+,95,2026-07-02,59,45.6,52.6,1,67.0,5,2,0
JNY-07424,CUS-07424,ADV-0078,wales,2025-10-19,nudgeFirstDay,Progressing,79.5,drifting,Placed - in progress,74,2026-01-01,67,48.4,55.6,1,67.5,4,2,0
JNY-07425,CUS-07425,ADV-0240,wales,2026-02-19,actionplan,Failure,31.8,drifting,Placed - dropped,125,2026-06-24,60,61.1,55.5,2,73.5,2,2,0
JNY-07426,CUS-07426,ADV-0084,south-east-london,2026-01-05,diagnostic,Failure,17.6,drifting,Placed - dropped,67,2026-03-13,55,45.9,50.9,2,73.7,3,2,0
JNY-07427,CUS-07427,ADV-0196,south-yorkshire,2026-05-14,jobmatch,Failure,15.8,atrisk,Placed - dropped,176,2026-11-06,43,13.8,25.4,0,20.5,3,1,4
JNY-07428,CUS-07428,ADV-0190,wales,2025-11-03,diagnostic,Stalled,21.0,atrisk,Ongoing,0,1970-01-01,39,20.4,25.9,1,18.0,2,0,4
JNY-07429,CUS-07429,ADV-0240,wales,2026-05-15,diagnostic,Failure,3.2,atrisk,Sanctioned referral,86,2026-08-09,52,37.6,32.4,0,12.7,1,0,2
JNY-07430,CUS-07430,ADV-0242,south-yorkshire,2025-11-26,actionplan,Stalled,28.1,atrisk,Ongoing,0,1970-01-01,37,22.6,17.1,0,13.8,3,0,4
JNY-07431,CUS-07431,ADV-0124,north-london,2026-01-16,actionplan,Failure,16.1,atrisk,Withdrawn,116,2026-05-12,16,28.4,20.0,1,18.3,2,0,3
JNY-07432,CUS-07432,ADV-0006,south-east-london,2025-11-12,skills,Failure,11.4,atrisk,Withdrawn,196,2026-05-27,53,15.9,10.5,1,20.0,1,0,4
JNY-07433,CUS-07433,ADV-0230,derbyshire-notts,2025-10-25,interview,Progressing,78.6,atrisk,Placed - in progress,134,2026-03-08,42,17.0,18.4,0,33.2,2,1,2
JNY-07434,CUS-07434,ADV-0090,south-east-london,2025-09-25,actionplan,Stalled,24.7,atrisk,Ongoing,0,1970-01-01,53,36.6,22.5,0,39.0,2,1,4
JNY-07435,CUS-07435,ADV-0044,north-london,2025-12-29,jobmatch,Progressing,74.3,atrisk,Placed - in progress,216,2026-08-02,36,37.8,25.0,1,43.7,3,1,4
JNY-07436,CUS-07436,ADV-0068,south-east-london,2025-11-13,skills,Stalled,31.7,atrisk,Ongoing,0,1970-01-01,41,24.7,6.7,1,36.3,2,1,4
JNY-07437,CUS-07437,ADV-0012,derbyshire-notts,2025-09-08,skills,Failure,32.1,atrisk,Placed - dropped,127,2026-01-13,32,31.5,28.6,0,32.8,2,1,4
JNY-07438,CUS-07438,ADV-0219,south-yorkshire,2025-11-16,skills,Regressing,16.6,atrisk,Ongoing,0,1970-01-01,29,35.2,5.2,0,39.9,0,1,3
JNY-07439,CUS-07439,ADV-0116,north-london,2026-04-17,jobmatch,Progressing,79.1,drifting,Placed - in progress,64,2026-06-20,71,48.8,61.6,1,63.2,1,2,1
JNY-07440,CUS-07440,ADV-0176,south-east-london,2025-10-02,nudgeFirstDay,Progressing,91.8,drifting,Placed - in progress,98,2026-01-08,69,60.8,61.4,1,60.3,5,2,0
JNY-07441,CUS-07441,ADV-0007,south-east-london,2025-11-16,referral,Failure,17.5,drifting,Placed - dropped,96,2026-02-20,72,47.4,48.4,1,61.6,5,1,0
JNY-07442,CUS-07442,ADV-0019,wales,2025-12-21,offer,Progressing,71.7,atrisk,Placed - in progress,204,2026-07-13,31,25.3,24.5,1,20.7,1,1,3
JNY-07443,CUS-07443,ADV-0169,south-east-london,2025-11-14,diagnostic,Failure,33.6,atrisk,Placed - dropped,206,2026-06-08,16,28.7,35.0,1,35.5,2,0,3
JNY-07444,CUS-07444,ADV-0117,south-east-london,2026-04-03,insupport,Success,98.6,drifting,Sustained 6mo+,89,2026-07-01,62,53.5,49.3,1,71.1,5,2,0
JNY-07445,CUS-07445,ADV-0152,derbyshire-notts,2026-04-02,skills,Regressing,12.1,atrisk,Ongoing,0,1970-01-01,31,11.9,26.7,0,36.7,2,1,3
JNY-07446,CUS-07446,ADV-0087,south-east-london,2026-05-07,jobmatch,Progressing,74.4,atrisk,Placed - in progress,118,2026-09-02,43,29.9,21.8,1,36.8,0,1,2
JNY-07447,CUS-07447,ADV-0224,south-east-london,2026-01-19,skills,Failure,10.4,atrisk,Sanctioned referral,131,2026-05-30,21,20.8,24.9,0,28.3,1,0,4
JNY-07448,CUS-07448,ADV-0246,south-east-london,2026-01-07,insupport,Success,95.5,ontrack,Sustained 6mo+,41,2026-02-17,92,92.1,75.5,2,82.7,10,3,0
JNY-07449,CUS-07449,ADV-0070,south-east-london,2026-05-14,actionplan,Failure,34.4,atrisk,Placed - dropped,117,2026-09-08,18,11.0,21.4,0,27.6,3,0,2
JNY-07450,CUS-07450,ADV-0010,south-east-london,2025-09-21,actionplan,Paused,20.4,atrisk,Ongoing,0,1970-01-01,30,31.5,28.3,0,10.9,0,1,4
JNY-07451,CUS-07451,ADV-0006,south-east-london,2025-11-04,jobmatch,Regressing,24.6,atrisk,Ongoing,0,1970-01-01,45,22.0,6.6,1,26.9,2,1,3
JNY-07452,CUS-07452,ADV-0042,south-yorkshire,2025-10-10,skills,Failure,8.1,atrisk,Sanctioned referral,220,2026-05-18,35,23.9,34.9,1,19.1,1,0,4
JNY-07453,CUS-07453,ADV-0176,south-east-london,2026-02-28,skills,Paused,35.9,atrisk,Ongoing,0,1970-01-01,47,25.1,16.4,1,44.2,1,1,4
JNY-07454,CUS-07454,ADV-0167,wales,2026-01-31,skills,Regressing,43.2,drifting,Ongoing,0,1970-01-01,59,63.7,49.6,1,73.9,1,1,1
JNY-07455,CUS-07455,ADV-0194,south-east-london,2026-04-12,actionplan,Paused,20.1,atrisk,Ongoing,0,1970-01-01,22,37.4,15.9,0,37.7,3,1,4
JNY-07456,CUS-07456,ADV-0054,south-east-london,2026-01-29,skills,Stalled,16.6,atrisk,Ongoing,0,1970-01-01,35,30.2,31.0,0,40.8,3,0,2
JNY-07457,CUS-07457,ADV-0187,south-yorkshire,2026-04-09,jobmatch,Progressing,74.5,ontrack,Placed - in progress,55,2026-06-03,76,97.3,92.6,3,89.4,6,3,0
JNY-07458,CUS-07458,ADV-0135,south-east-london,2025-11-14,referral,Failure,18.1,atrisk,Placed - dropped,170,2026-05-03,40,23.0,29.6,1,42.4,2,0,4
JNY-07459,CUS-07459,ADV-0023,derbyshire-notts,2026-01-03,jobmatch,Failure,23.2,atrisk,Placed - dropped,144,2026-05-27,32,26.6,10.8,0,45.0,3,0,4
JNY-07460,CUS-07460,ADV-0192,south-east-london,2026-02-21,insupport,Success,97.8,ontrack,Sustained 6mo+,51,2026-04-13,90,98.1,90.2,2,91.8,5,3,0
JNY-07461,CUS-07461,ADV-0124,north-london,2025-12-26,referral,Failure,15.3,atrisk,Withdrawn,121,2026-04-26,45,28.8,31.8,0,36.3,0,1,4
JNY-07462,CUS-07462,ADV-0218,south-yorkshire,2025-10-02,insupport,Success,97.1,ontrack,Sustained 6mo+,43,2025-11-14,83,96.2,86.3,2,96.0,11,3,0
JNY-07463,CUS-07463,ADV-0104,south-yorkshire,2026-03-01,diagnostic,Stalled,39.3,drifting,Ongoing,0,1970-01-01,52,55.5,42.6,1,54.8,1,2,0
JNY-07464,CUS-07464,ADV-0160,south-east-london,2026-04-28,actionplan,Failure,29.9,atrisk,Placed - dropped,195,2026-11-09,53,28.9,23.7,0,29.3,3,0,3
JNY-07465,CUS-07465,ADV-0067,wales,2025-10-08,skills,Regressing,12.5,atrisk,Ongoing,0,1970-01-01,24,28.9,19.9,0,42.1,0,1,3
JNY-07466,CUS-07466,ADV-0166,wales,2025-11-18,skills,Regressing,29.3,atrisk,Ongoing,0,1970-01-01,24,13.7,6.8,0,12.0,0,1,3
JNY-07467,CUS-07467,ADV-0165,north-london,2026-04-02,actionplan,Paused,12.4,atrisk,Ongoing,0,1970-01-01,42,19.1,34.4,0,15.7,1,1,2
JNY-07468,CUS-07468,ADV-0223,south-east-london,2026-02-11,skills,Failure,16.6,atrisk,Placed - dropped,180,2026-08-10,36,10.2,10.1,1,29.6,1,1,4
JNY-07469,CUS-07469,ADV-0020,south-yorkshire,2025-11-08,skills,Stalled,54.6,drifting,Ongoing,0,1970-01-01,65,64.4,48.8,2,74.5,1,1,0
JNY-07470,CUS-07470,ADV-0190,wales,2026-04-15,skills,Stalled,15.1,atrisk,Ongoing,0,1970-01-01,59,16.7,19.8,0,29.1,0,0,4
JNY-07471,CUS-07471,ADV-0045,wales,2025-12-30,jobmatch,Failure,28.6,drifting,Placed - dropped,102,2026-04-11,70,46.8,41.7,1,70.6,2,2,0
JNY-07472,CUS-07472,ADV-0054,south-east-london,2026-02-02,jobmatch,Failure,3.9,atrisk,Sanctioned referral,130,2026-06-12,26,20.4,5.5,0,35.4,1,1,3
JNY-07473,CUS-07473,ADV-0064,wales,2026-02-22,nudgeFirstDay,Progressing,73.6,ontrack,Placed - in progress,45,2026-04-08,76,81.2,87.6,3,85.9,10,2,0
JNY-07474,CUS-07474,ADV-0219,south-yorkshire,2025-11-22,routerCheck,Regressing,23.8,atrisk,Ongoing,0,1970-01-01,23,34.5,22.0,0,33.9,2,1,4
JNY-07475,CUS-07475,ADV-0109,wales,2026-03-18,actionplan,Failure,28.5,atrisk,Placed - dropped,137,2026-08-02,52,16.7,5.4,0,34.9,1,1,2
JNY-07476,CUS-07476,ADV-0213,derbyshire-notts,2026-03-12,jobmatch,Progressing,80.0,drifting,Placed - in progress,111,2026-07-01,58,66.7,40.4,1,42.9,1,1,0
JNY-07477,CUS-07477,ADV-0055,wales,2026-03-28,jobmatch,Progressing,85.4,atrisk,Placed - in progress,196,2026-10-10,41,28.0,21.0,0,40.6,3,1,3
JNY-07478,CUS-07478,ADV-0132,derbyshire-notts,2025-11-21,jobmatch,Progressing,70.2,atrisk,Placed - in progress,203,2026-06-12,37,26.4,30.1,0,39.0,0,0,4
JNY-07479,CUS-07479,ADV-0213,derbyshire-notts,2025-09-25,diagnostic,Failure,33.5,drifting,Placed - dropped,67,2025-12-01,69,55.1,50.9,1,49.9,5,1,0
JNY-07480,CUS-07480,ADV-0162,derbyshire-notts,2025-12-16,insupport,Success,96.3,ontrack,Sustained 6mo+,37,2026-01-22,81,90.8,91.4,2,99.3,9,3,0
JNY-07481,CUS-07481,ADV-0240,wales,2026-01-23,skills,Failure,9.8,atrisk,Sanctioned referral,211,2026-08-22,25,24.0,23.5,1,35.7,2,1,2
JNY-07482,CUS-07482,ADV-0017,south-east-london,2025-09-15,diagnostic,Failure,15.4,atrisk,Placed - dropped,169,2026-03-03,23,34.5,24.6,1,14.2,0,1,4
JNY-07483,CUS-07483,ADV-0028,north-london,2026-03-07,skills,Failure,21.3,atrisk,Placed - dropped,175,2026-08-29,46,13.5,31.5,0,11.9,1,1,3
JNY-07484,CUS-07484,ADV-0238,wales,2026-01-01,insupport,Success,98.1,ontrack,Sustained 6mo+,42,2026-02-12,72,81.5,85.9,3,96.2,12,2,0
JNY-07485,CUS-07485,ADV-0037,derbyshire-notts,2025-11-25,nudgeFirstDay,Progressing,91.7,ontrack,Placed - in progress,39,2026-01-03,85,87.2,75.9,3,88.7,10,2,0
JNY-07486,CUS-07486,ADV-0147,south-east-london,2025-12-03,interview,Progressing,79.0,drifting,Placed - in progress,94,2026-03-07,58,47.1,62.7,1,53.5,5,2,0
JNY-07487,CUS-07487,ADV-0075,derbyshire-notts,2026-01-26,offer,Progressing,90.2,drifting,Placed - in progress,119,2026-05-25,57,60.3,54.0,1,62.4,5,2,1
JNY-07488,CUS-07488,ADV-0067,wales,2026-01-22,insupport,Success,98.3,ontrack,Sustained 6mo+,47,2026-03-10,80,98.1,89.6,3,99.5,6,2,0
JNY-07489,CUS-07489,ADV-0217,south-yorkshire,2026-01-14,insupport,Success,96.2,ontrack,Sustained 6mo+,46,2026-03-01,75,97.7,77.8,2,91.2,7,3,0
JNY-07490,CUS-07490,ADV-0211,south-east-london,2025-09-24,skills,Failure,5.9,atrisk,Withdrawn,86,2025-12-19,39,22.7,27.0,1,39.8,2,1,2
JNY-07491,CUS-07491,ADV-0219,south-yorkshire,2025-12-16,insupport,Success,96.8,drifting,Sustained 6mo+,112,2026-04-07,67,48.3,42.0,2,68.5,4,1,1
JNY-07492,CUS-07492,ADV-0028,north-london,2025-10-01,insupport,Success,97.2,ontrack,Sustained 6mo+,36,2025-11-06,77,80.8,90.7,2,92.5,6,2,0
JNY-07493,CUS-07493,ADV-0034,south-yorkshire,2026-03-07,referral,Failure,25.0,atrisk,Placed - dropped,186,2026-09-09,22,27.3,5.4,0,24.0,2,1,2
JNY-07494,CUS-07494,ADV-0215,north-london,2026-01-09,skills,Paused,37.4,atrisk,Ongoing,0,1970-01-01,38,26.2,27.8,0,23.3,2,1,4
JNY-07495,CUS-07495,ADV-0137,derbyshire-notts,2026-01-29,actionplan,Failure,30.6,atrisk,Placed - dropped,158,2026-07-06,37,16.4,8.2,1,22.6,3,0,4
JNY-07496,CUS-07496,ADV-0010,south-east-london,2025-10-30,interview,Progressing,74.1,drifting,Placed - in progress,106,2026-02-13,59,65.7,54.5,1,62.9,2,2,0
JNY-07497,CUS-07497,ADV-0145,south-east-london,2025-09-24,skills,Paused,51.0,drifting,Ongoing,0,1970-01-01,60,52.4,46.9,1,41.7,2,2,1
JNY-07498,CUS-07498,ADV-0119,south-east-london,2026-01-30,routerCheck,Regressing,42.4,drifting,Ongoing,0,1970-01-01,61,51.4,44.3,2,53.7,1,1,0
JNY-07499,CUS-07499,ADV-0074,south-yorkshire,2026-05-07,actionplan,Paused,48.4,drifting,Ongoing,0,1970-01-01,63,50.1,56.0,1,56.5,4,2,0
JNY-07500,CUS-07500,ADV-0201,derbyshire-notts,2025-12-18,diagnostic,Failure,15.4,atrisk,Placed - dropped,118,2026-04-15,37,38.6,9.2,0,15.3,1,0,4
JNY-07501,CUS-07501,ADV-0037,derbyshire-notts,2026-04-27,skills,Regressing,50.8,drifting,Ongoing,0,1970-01-01,52,68.6,52.8,1,65.5,5,1,0
JNY-07502,CUS-07502,ADV-0200,south-east-london,2026-01-12,nudgeFirstDay,Progressing,87.1,drifting,Placed - in progress,85,2026-04-07,64,49.0,53.4,1,49.0,5,2,0
JNY-07503,CUS-07503,ADV-0029,south-east-london,2025-10-19,insupport,Success,96.4,drifting,Sustained 6mo+,72,2025-12-30,69,68.9,60.6,2,41.4,5,2,0
JNY-07504,CUS-07504,ADV-0072,south-east-london,2026-02-12,actionplan,Failure,32.7,atrisk,Placed - dropped,155,2026-07-17,19,18.8,29.5,0,33.8,3,1,3
JNY-07505,CUS-07505,ADV-0124,north-london,2025-09-15,diagnostic,Failure,27.5,atrisk,Placed - dropped,151,2026-02-13,43,20.0,17.5,1,21.9,2,0,4
JNY-07506,CUS-07506,ADV-0102,derbyshire-notts,2026-02-20,actionplan,Paused,16.6,atrisk,Ongoing,0,1970-01-01,47,22.3,26.1,0,27.3,0,1,2
JNY-07507,CUS-07507,ADV-0144,south-east-london,2025-09-16,offer,Progressing,78.4,atrisk,Placed - in progress,136,2026-01-30,46,35.2,34.3,1,14.9,0,1,4
JNY-07508,CUS-07508,ADV-0154,north-london,2025-12-29,jobmatch,Progressing,85.9,atrisk,Placed - in progress,192,2026-07-09,56,21.1,14.3,0,36.8,2,0,3
JNY-07509,CUS-07509,ADV-0121,derbyshire-notts,2026-01-02,diagnostic,Failure,30.9,atrisk,Placed - dropped,153,2026-06-04,50,22.0,27.2,1,41.7,3,1,4
JNY-07510,CUS-07510,ADV-0032,south-east-london,2025-12-06,skills,Paused,25.2,atrisk,Ongoing,0,1970-01-01,38,34.1,9.1,0,21.6,3,0,4
JNY-07511,CUS-07511,ADV-0073,north-london,2025-11-19,diagnostic,Failure,20.5,atrisk,Placed - dropped,200,2026-06-07,53,39.3,23.3,0,19.5,1,1,3
JNY-07512,CUS-07512,ADV-0242,south-yorkshire,2026-03-08,nudgeFirstDay,Progressing,91.6,ontrack,Placed - in progress,37,2026-04-14,84,93.3,90.4,2,95.7,7,2,0
JNY-07513,CUS-07513,ADV-0222,derbyshire-notts,2026-03-18,skills,Regressing,12.4,atrisk,Ongoing,0,1970-01-01,33,19.0,15.6,1,10.2,3,1,4
JNY-07514,CUS-07514,ADV-0192,south-east-london,2026-01-15,jobmatch,Progressing,85.9,drifting,Placed - in progress,87,2026-04-12,67,46.1,58.6,2,55.6,2,2,1
JNY-07515,CUS-07515,ADV-0121,derbyshire-notts,2025-12-08,jobmatch,Progressing,87.4,atrisk,Placed - in progress,135,2026-04-22,33,38.5,12.4,0,26.7,2,0,3
JNY-07516,CUS-07516,ADV-0137,derbyshire-notts,2026-02-18,insupport,Success,96.5,ontrack,Sustained 6mo+,52,2026-04-11,81,91.6,93.5,3,97.0,5,2,0
JNY-07517,CUS-07517,ADV-0076,south-yorkshire,2026-03-25,insupport,Success,95.8,ontrack,Sustained 6mo+,51,2026-05-15,79,97.6,81.4,2,90.1,12,2,0
JNY-07518,CUS-07518,ADV-0134,derbyshire-notts,2025-10-14,referral,Failure,32.4,atrisk,Placed - dropped,173,2026-04-05,36,29.9,16.2,0,20.3,3,1,2
JNY-07519,CUS-07519,ADV-0167,wales,2025-11-12,actionplan,Paused,56.0,drifting,Ongoing,0,1970-01-01,60,47.8,60.1,2,48.7,4,2,0
JNY-07520,CUS-07520,ADV-0208,wales,2026-05-19,actionplan,Paused,30.2,atrisk,Ongoing,0,1970-01-01,49,38.9,7.0,0,16.5,3,1,4
JNY-07521,CUS-07521,ADV-0228,south-east-london,2026-01-15,skills,Failure,16.3,atrisk,Withdrawn,126,2026-05-21,24,21.3,34.4,1,16.0,3,1,3
JNY-07522,CUS-07522,ADV-0131,south-yorkshire,2025-11-19,diagnostic,Failure,21.3,atrisk,Placed - dropped,80,2026-02-07,28,30.5,28.4,0,15.5,1,1,4
JNY-07523,CUS-07523,ADV-0052,wales,2026-02-28,jobmatch,Failure,8.9,atrisk,Sanctioned referral,156,2026-08-03,33,30.2,17.0,0,17.5,0,0,3
JNY-07524,CUS-07524,ADV-0210,south-east-london,2025-12-19,skills,Stalled,35.5,atrisk,Ongoing,0,1970-01-01,40,17.8,15.9,0,41.8,0,1,3
JNY-07525,CUS-07525,ADV-0014,south-east-london,2025-12-15,insupport,Success,97.6,drifting,Sustained 6mo+,100,2026-03-25,58,53.4,41.5,1,50.9,1,2,0
JNY-07526,CUS-07526,ADV-0011,south-yorkshire,2026-03-30,insupport,Success,97.3,drifting,Sustained 6mo+,93,2026-07-01,70,53.5,51.9,1,71.2,1,2,0
JNY-07527,CUS-07527,ADV-0081,south-yorkshire,2026-05-18,skills,Paused,13.4,atrisk,Ongoing,0,1970-01-01,40,30.1,14.3,1,15.4,3,0,4
JNY-07528,CUS-07528,ADV-0206,south-east-london,2025-11-14,actionplan,Stalled,21.5,atrisk,Ongoing,0,1970-01-01,52,25.2,16.7,0,11.5,3,1,2
JNY-07529,CUS-07529,ADV-0169,south-east-london,2026-04-15,interview,Progressing,86.2,atrisk,Placed - in progress,174,2026-10-06,41,33.8,34.8,0,26.3,2,0,4
JNY-07530,CUS-07530,ADV-0063,wales,2026-01-04,actionplan,Failure,6.2,atrisk,Withdrawn,146,2026-05-30,32,37.6,23.6,0,38.8,3,1,3
