adviser_id,tier,sector,barrier,success_rate,sample_size
ADV-0210,mid,Cleaning / facilities,Housing instability,0.708,4
ADV-0210,mid,Cleaning / facilities,Criminal record,0.645,8
ADV-0210,mid,Cleaning / facilities,Confidence,0.634,27
ADV-0210,mid,Cleaning / facilities,Caring responsibilities,0.685,17
ADV-0210,mid,Admin / office,Transport cost,0.614,25
ADV-0210,mid,Admin / office,Childcare cost,0.683,7
ADV-0210,mid,Admin / office,Mental health,0.613,26
ADV-0210,mid,Admin / office,Physical health,0.713,11
ADV-0210,mid,Admin / office,Digital skills,0.678,16
ADV-0210,mid,Admin / office,English language,0.678,18
ADV-0210,mid,Admin / office,Housing instability,0.681,27
ADV-0210,mid,Admin / office,Criminal record,0.66,20
ADV-0210,mid,Admin / office,Confidence,0.597,34
ADV-0210,mid,Admin / office,Caring responsibilities,0.671,41
ADV-0210,mid,Manufacturing,Transport cost,0.659,30
ADV-0210,mid,Manufacturing,Childcare cost,0.705,40
ADV-0210,mid,Manufacturing,Mental health,0.682,22
ADV-0210,mid,Manufacturing,Physical health,0.608,22
ADV-0210,mid,Manufacturing,Digital skills,0.592,33
ADV-0210,mid,Manufacturing,English language,0.655,36
ADV-0210,mid,Manufacturing,Housing instability,0.685,16
ADV-0210,mid,Manufacturing,Criminal record,0.668,11
ADV-0210,mid,Manufacturing,Confidence,0.695,20
ADV-0210,mid,Manufacturing,Caring responsibilities,0.627,20
ADV-0210,mid,Security,Transport cost,0.72,21
ADV-0210,mid,Security,Childcare cost,0.641,31
ADV-0210,mid,Security,Mental health,0.679,16
ADV-0210,mid,Security,Physical health,0.685,29
ADV-0210,mid,Security,Digital skills,0.595,37
ADV-0210,mid,Security,English language,0.685,30
ADV-0210,mid,Security,Housing instability,0.697,42
ADV-0210,mid,Security,Criminal record,0.624,33
ADV-0210,mid,Security,Confidence,0.668,8
ADV-0210,mid,Security,Caring responsibilities,0.703,47
ADV-0210,mid,Other,Transport cost,0.693,33
ADV-0210,mid,Other,Childcare cost,0.608,27
ADV-0210,mid,Other,Mental health,0.672,17
ADV-0210,mid,Other,Physical health,0.662,27
ADV-0210,mid,Other,Digital skills,0.668,29
ADV-0210,mid,Other,English language,0.666,35
ADV-0210,mid,Other,Housing instability,0.677,45
ADV-0210,mid,Other,Criminal record,0.689,12
ADV-0210,mid,Other,Confidence,0.649,27
ADV-0210,mid,Other,Caring responsibilities,0.653,7
ADV-0211,veteran,Warehouse / logistics,Transport cost,0.95,44
ADV-0211,veteran,Warehouse / logistics,Childcare cost,0.95,13
ADV-0211,veteran,Warehouse / logistics,Mental health,0.95,90
ADV-0211,veteran,Warehouse / logistics,Physical health,0.95,27
ADV-0211,veteran,Warehouse / logistics,Digital skills,0.95,18
ADV-0211,veteran,Warehouse / logistics,English language,0.95,163
ADV-0211,veteran,Warehouse / logistics,Housing instability,0.95,75
ADV-0211,veteran,Warehouse / logistics,Criminal record,0.95,124
ADV-0211,veteran,Warehouse / logistics,Confidence,0.95,24
ADV-0211,veteran,Warehouse / logistics,Caring responsibilities,0.95,117
ADV-0211,veteran,Retail,Transport cost,0.95,48
ADV-0211,veteran,Retail,Childcare cost,0.95,132
ADV-0211,veteran,Retail,Mental health,0.95,60
ADV-0211,veteran,Retail,Physical health,0.95,61
ADV-0211,veteran,Retail,Digital skills,0.95,45
ADV-0211,veteran,Retail,English language,0.95,73
ADV-0211,veteran,Retail,Housing instability,0.95,42
ADV-0211,veteran,Retail,Criminal record,0.95,99
ADV-0211,veteran,Retail,Confidence,0.95,141
ADV-0211,veteran,Retail,Caring responsibilities,0.95,23
ADV-0211,veteran,Hospitality,Transport cost,0.95,107
ADV-0211,veteran,Hospitality,Childcare cost,0.95,124
ADV-0211,veteran,Hospitality,Mental health,0.95,30
ADV-0211,veteran,Hospitality,Physical health,0.95,25
ADV-0211,veteran,Hospitality,Digital skills,0.95,77
ADV-0211,veteran,Hospitality,English language,0.95,84
ADV-0211,veteran,Hospitality,Housing instability,0.95,113
ADV-0211,veteran,Hospitality,Criminal record,0.95,40
ADV-0211,veteran,Hospitality,Confidence,0.95,54
ADV-0211,veteran,Hospitality,Caring responsibilities,0.95,64
ADV-0211,veteran,Construction,Transport cost,0.95,62
ADV-0211,veteran,Construction,Childcare cost,0.95,68
ADV-0211,veteran,Construction,Mental health,0.95,132
ADV-0211,veteran,Construction,Physical health,0.95,96
ADV-0211,veteran,Construction,Digital skills,0.95,23
ADV-0211,veteran,Construction,English language,0.95,121
ADV-0211,veteran,Construction,Housing instability,0.95,75
ADV-0211,veteran,Construction,Criminal record,0.95,76
ADV-0211,veteran,Construction,Confidence,0.95,61
ADV-0211,veteran,Construction,Caring responsibilities,0.95,94
ADV-0211,veteran,Care / health,Transport cost,0.95,86
ADV-0211,veteran,Care / health,Childcare cost,0.95,121
ADV-0211,veteran,Care / health,Mental health,0.95,158
ADV-0211,veteran,Care / health,Physical health,0.95,81
ADV-0211,veteran,Care / health,Digital skills,0.95,171
ADV-0211,veteran,Care / health,English language,0.95,54
ADV-0211,veteran,Care / health,Housing instability,0.95,125
ADV-0211,veteran,Care / health,Criminal record,0.95,41
ADV-0211,veteran,Care / health,Confidence,0.95,54
ADV-0211,veteran,Care / health,Caring responsibilities,0.95,51
ADV-0211,veteran,Driving,Transport cost,0.95,78
ADV-0211,veteran,Driving,Childcare cost,0.95,22
ADV-0211,veteran,Driving,Mental health,0.95,117
ADV-0211,veteran,Driving,Physical health,0.95,34
ADV-0211,veteran,Driving,Digital skills,0.95,98
ADV-0211,veteran,Driving,English language,0.95,100
ADV-0211,veteran,Driving,Housing instability,0.95,145
ADV-0211,veteran,Driving,Criminal record,0.95,120
ADV-0211,veteran,Driving,Confidence,0.95,57
ADV-0211,veteran,Driving,Caring responsibilities,0.95,84
ADV-0211,veteran,Cleaning / facilities,Transport cost,0.95,61
ADV-0211,veteran,Cleaning / facilities,Childcare cost,0.95,126
ADV-0211,veteran,Cleaning / facilities,Mental health,0.95,39
ADV-0211,veteran,Cleaning / facilities,Physical health,0.95,105
ADV-0211,veteran,Cleaning / facilities,Digital skills,0.95,61
ADV-0211,veteran,Cleaning / facilities,English language,0.95,79
ADV-0211,veteran,Cleaning / facilities,Housing instability,0.95,123
ADV-0211,veteran,Cleaning / facilities,Criminal record,0.95,62
ADV-0211,veteran,Cleaning / facilities,Confidence,0.95,49
ADV-0211,veteran,Cleaning / facilities,Caring responsibilities,0.95,33
ADV-0211,veteran,Admin / office,Transport cost,0.95,46
ADV-0211,veteran,Admin / office,Childcare cost,0.95,128
ADV-0211,veteran,Admin / office,Mental health,0.95,115
ADV-0211,veteran,Admin / office,Physical health,0.95,72
ADV-0211,veteran,Admin / office,Digital skills,0.95,93
ADV-0211,veteran,Admin / office,English language,0.95,110
ADV-0211,veteran,Admin / office,Housing instability,0.95,88
ADV-0211,veteran,Admin / office,Criminal record,0.95,82
ADV-0211,veteran,Admin / office,Confidence,0.95,66
ADV-0211,veteran,Admin / office,Caring responsibilities,0.95,58
ADV-0211,veteran,Manufacturing,Transport cost,0.95,154
ADV-0211,veteran,Manufacturing,Childcare cost,0.95,98
ADV-0211,veteran,Manufacturing,Mental health,0.95,68
ADV-0211,veteran,Manufacturing,Physical health,0.95,10
ADV-0211,veteran,Manufacturing,Digital skills,0.95,53
ADV-0211,veteran,Manufacturing,English language,0.95,82
ADV-0211,veteran,Manufacturing,Housing instability,0.95,50
ADV-0211,veteran,Manufacturing,Criminal record,0.95,27
ADV-0211,veteran,Manufacturing,Confidence,0.95,13
ADV-0211,veteran,Manufacturing,Caring responsibilities,0.95,50
ADV-0211,veteran,Security,Transport cost,0.95,56
ADV-0211,veteran,Security,Childcare cost,0.95,91
ADV-0211,veteran,Security,Mental health,0.95,78
ADV-0211,veteran,Security,Physical health,0.95,42
ADV-0211,veteran,Security,Digital skills,0.95,125
ADV-0211,veteran,Security,English language,0.95,158
ADV-0211,veteran,Security,Housing instability,0.95,82
ADV-0211,veteran,Security,Criminal record,0.95,45
ADV-0211,veteran,Security,Confidence,0.95,52
ADV-0211,veteran,Security,Caring responsibilities,0.95,128
ADV-0211,veteran,Other,Transport cost,0.95,51
ADV-0211,veteran,Other,Childcare cost,0.95,144
ADV-0211,veteran,Other,Mental health,0.95,13
ADV-0211,veteran,Other,Physical health,0.95,44
ADV-0211,veteran,Other,Digital skills,0.95,58
ADV-0211,veteran,Other,English language,0.95,144
ADV-0211,veteran,Other,Housing instability,0.95,69
ADV-0211,veteran,Other,Criminal record,0.95,90
ADV-0211,veteran,Other,Confidence,0.95,105
ADV-0211,veteran,Other,Caring responsibilities,0.95,111
ADV-0212,mid,Warehouse / logistics,Transport cost,0.802,37
ADV-0212,mid,Warehouse / logistics,Childcare cost,0.798,72
ADV-0212,mid,Warehouse / logistics,Mental health,0.847,9
ADV-0212,mid,Warehouse / logistics,Physical health,0.78,31
ADV-0212,mid,Warehouse / logistics,Digital skills,0.845,34
ADV-0212,mid,Warehouse / logistics,English language,0.766,38
ADV-0212,mid,Warehouse / logistics,Housing instability,0.798,70
ADV-0212,mid,Warehouse / logistics,Criminal record,0.75,63
ADV-0212,mid,Warehouse / logistics,Confidence,0.755,17
ADV-0212,mid,Warehouse / logistics,Caring responsibilities,0.757,70
ADV-0212,mid,Retail,Transport cost,0.745,63
ADV-0212,mid,Retail,Childcare cost,0.835,33
ADV-0212,mid,Retail,Mental health,0.86,21
ADV-0212,mid,Retail,Physical health,0.763,63
ADV-0212,mid,Retail,Digital skills,0.857,42
ADV-0212,mid,Retail,English language,0.831,37
ADV-0212,mid,Retail,Housing instability,0.773,29
ADV-0212,mid,Retail,Criminal record,0.832,60
ADV-0212,mid,Retail,Confidence,0.795,22
ADV-0212,mid,Retail,Caring responsibilities,0.75,29
ADV-0212,mid,Hospitality,Transport cost,0.85,38
ADV-0212,mid,Hospitality,Childcare cost,0.772,27
ADV-0212,mid,Hospitality,Mental health,0.95,44
ADV-0212,mid,Hospitality,Physical health,0.759,38
ADV-0212,mid,Hospitality,Digital skills,0.819,33
ADV-0212,mid,Hospitality,English language,0.835,64
ADV-0212,mid,Hospitality,Housing instability,0.85,21
ADV-0212,mid,Hospitality,Criminal record,0.846,22
ADV-0212,mid,Hospitality,Confidence,0.827,56
ADV-0212,mid,Hospitality,Caring responsibilities,0.852,39
ADV-0212,mid,Construction,Transport cost,0.739,44
ADV-0212,mid,Construction,Childcare cost,0.76,16
ADV-0212,mid,Construction,Mental health,0.877,50
ADV-0212,mid,Construction,Physical health,0.788,77
ADV-0212,mid,Construction,Digital skills,0.87,33
ADV-0212,mid,Construction,English language,0.838,27
ADV-0212,mid,Construction,Housing instability,0.806,21
ADV-0212,mid,Construction,Criminal record,0.836,18
ADV-0212,mid,Construction,Confidence,0.837,20
ADV-0212,mid,Construction,Caring responsibilities,0.752,68
ADV-0212,mid,Care / health,Transport cost,0.866,37
ADV-0212,mid,Care / health,Childcare cost,0.833,74
ADV-0212,mid,Care / health,Mental health,0.924,39
ADV-0212,mid,Care / health,Physical health,0.858,42
ADV-0212,mid,Care / health,Digital skills,0.816,32
ADV-0212,mid,Care / health,English language,0.798,28
ADV-0212,mid,Care / health,Housing instability,0.814,20
ADV-0212,mid,Care / health,Criminal record,0.805,69
ADV-0212,mid,Care / health,Confidence,0.843,56
ADV-0212,mid,Care / health,Caring responsibilities,0.824,41
ADV-0212,mid,Driving,Transport cost,0.794,27
ADV-0212,mid,Driving,Childcare cost,0.8,5
ADV-0212,mid,Driving,Mental health,0.923,28
ADV-0212,mid,Driving,Physical health,0.769,40
ADV-0212,mid,Driving,Digital skills,0.847,38
ADV-0212,mid,Driving,English language,0.875,62
ADV-0212,mid,Driving,Housing instability,0.841,58
ADV-0212,mid,Driving,Criminal record,0.82,30
ADV-0212,mid,Driving,Confidence,0.853,33
ADV-0212,mid,Driving,Caring responsibilities,0.796,24
ADV-0212,mid,Cleaning / facilities,Transport cost,0.785,24
ADV-0212,mid,Cleaning / facilities,Childcare cost,0.859,48
ADV-0212,mid,Cleaning / facilities,Mental health,0.854,63
ADV-0212,mid,Cleaning / facilities,Physical health,0.78,61
ADV-0212,mid,Cleaning / facilities,Digital skills,0.873,57
ADV-0212,mid,Cleaning / facilities,English language,0.771,63
ADV-0212,mid,Cleaning / facilities,Housing instability,0.77,20
ADV-0212,mid,Cleaning / facilities,Criminal record,0.841,54
ADV-0212,mid,Cleaning / facilities,Confidence,0.877,23
ADV-0212,mid,Cleaning / facilities,Caring responsibilities,0.821,13
ADV-0212,mid,Admin / office,Transport cost,0.818,13
ADV-0212,mid,Admin / office,Childcare cost,0.766,52
ADV-0212,mid,Admin / office,Mental health,0.883,31
ADV-0212,mid,Admin / office,Physical health,0.853,46
ADV-0212,mid,Admin / office,Digital skills,0.796,21
ADV-0212,mid,Admin / office,English language,0.865,57
ADV-0212,mid,Admin / office,Housing instability,0.763,26
ADV-0212,mid,Admin / office,Criminal record,0.874,49
ADV-0212,mid,Admin / office,Confidence,0.853,25
ADV-0212,mid,Admin / office,Caring responsibilities,0.792,32
ADV-0212,mid,Manufacturing,Transport cost,0.741,21
ADV-0212,mid,Manufacturing,Childcare cost,0.8,41
ADV-0212,mid,Manufacturing,Mental health,0.844,58
ADV-0212,mid,Manufacturing,Physical health,0.81,34
ADV-0212,mid,Manufacturing,Digital skills,0.832,22
ADV-0212,mid,Manufacturing,English language,0.821,38
ADV-0212,mid,Manufacturing,Housing instability,0.802,41
ADV-0212,mid,Manufacturing,Criminal record,0.855,32
ADV-0212,mid,Manufacturing,Confidence,0.774,75
ADV-0212,mid,Manufacturing,Caring responsibilities,0.815,38
ADV-0212,mid,Security,Transport cost,0.788,29
ADV-0212,mid,Security,Childcare cost,0.854,28
ADV-0212,mid,Security,Mental health,0.901,30
ADV-0212,mid,Security,Physical health,0.806,9
ADV-0212,mid,Security,Digital skills,0.771,15
ADV-0212,mid,Security,English language,0.864,26
ADV-0212,mid,Security,Housing instability,0.848,48
ADV-0212,mid,Security,Criminal record,0.754,44
ADV-0212,mid,Security,Confidence,0.836,26
ADV-0212,mid,Security,Caring responsibilities,0.867,31
ADV-0212,mid,Other,Transport cost,0.773,69
ADV-0212,mid,Other,Childcare cost,0.775,46
ADV-0212,mid,Other,Mental health,0.914,59
ADV-0212,mid,Other,Physical health,0.76,26
ADV-0212,mid,Other,Digital skills,0.839,52
ADV-0212,mid,Other,English language,0.82,46
ADV-0212,mid,Other,Housing instability,0.8,25
ADV-0212,mid,Other,Criminal record,0.8,32
ADV-0212,mid,Other,Confidence,0.77,18
ADV-0212,mid,Other,Caring responsibilities,0.838,46
ADV-0213,mid,Warehouse / logistics,Transport cost,0.67,49
ADV-0213,mid,Warehouse / logistics,Childcare cost,0.782,22
ADV-0213,mid,Warehouse / logistics,Mental health,0.768,17
ADV-0213,mid,Warehouse / logistics,Physical health,0.661,38
ADV-0213,mid,Warehouse / logistics,Digital skills,0.736,28
ADV-0213,mid,Warehouse / logistics,English language,0.716,60
ADV-0213,mid,Warehouse / logistics,Housing instability,0.704,36
ADV-0213,mid,Warehouse / logistics,Criminal record,0.696,13
ADV-0213,mid,Warehouse / logistics,Confidence,0.681,17
ADV-0213,mid,Warehouse / logistics,Caring responsibilities,0.781,31
ADV-0213,mid,Retail,Transport cost,0.66,13
ADV-0213,mid,Retail,Childcare cost,0.721,36
ADV-0213,mid,Retail,Mental health,0.78,31
ADV-0213,mid,Retail,Physical health,0.709,30
ADV-0213,mid,Retail,Digital skills,0.75,61
ADV-0213,mid,Retail,English language,0.784,30
ADV-0213,mid,Retail,Housing instability,0.668,42
ADV-0213,mid,Retail,Criminal record,0.719,19
ADV-0213,mid,Retail,Confidence,0.679,23
ADV-0213,mid,Retail,Caring responsibilities,0.686,32
ADV-0213,mid,Hospitality,Transport cost,0.74,28
ADV-0213,mid,Hospitality,Childcare cost,0.735,35
ADV-0213,mid,Hospitality,Mental health,0.862,23
ADV-0213,mid,Hospitality,Physical health,0.679,14
ADV-0213,mid,Hospitality,Digital skills,0.727,27
ADV-0213,mid,Hospitality,English language,0.725,20
ADV-0213,mid,Hospitality,Housing instability,0.654,35
ADV-0213,mid,Hospitality,Criminal record,0.792,49
ADV-0213,mid,Hospitality,Confidence,0.685,45
ADV-0213,mid,Hospitality,Caring responsibilities,0.717,37
ADV-0213,mid,Construction,Transport cost,0.784,24
ADV-0213,mid,Construction,Childcare cost,0.805,44
ADV-0213,mid,Construction,Mental health,0.902,16
ADV-0213,mid,Construction,Physical health,0.846,31
ADV-0213,mid,Construction,Digital skills,0.797,8
ADV-0213,mid,Construction,English language,0.748,34
ADV-0213,mid,Construction,Housing instability,0.775,22
ADV-0213,mid,Construction,Criminal record,0.771,15
ADV-0213,mid,Construction,Confidence,0.715,55
ADV-0213,mid,Construction,Caring responsibilities,0.803,26
ADV-0213,mid,Care / health,Transport cost,0.743,21
ADV-0213,mid,Care / health,Childcare cost,0.728,19
ADV-0213,mid,Care / health,Mental health,0.813,32
ADV-0213,mid,Care / health,Physical health,0.732,52
ADV-0213,mid,Care / health,Digital skills,0.686,14
ADV-0213,mid,Care / health,English language,0.768,30
ADV-0213,mid,Care / health,Housing instability,0.713,28
ADV-0213,mid,Care / health,Criminal record,0.733,50
ADV-0213,mid,Care / health,Confidence,0.691,24
ADV-0213,mid,Care / health,Caring responsibilities,0.783,10
ADV-0213,mid,Driving,Transport cost,0.68,52
ADV-0213,mid,Driving,Childcare cost,0.682,26
ADV-0213,mid,Driving,Mental health,0.833,60
ADV-0213,mid,Driving,Physical health,0.774,10
ADV-0213,mid,Driving,Digital skills,0.728,42
ADV-0213,mid,Driving,English language,0.744,14
ADV-0213,mid,Driving,Housing instability,0.673,23
ADV-0213,mid,Driving,Criminal record,0.675,22
ADV-0213,mid,Driving,Confidence,0.691,41
ADV-0213,mid,Driving,Caring responsibilities,0.689,39
ADV-0213,mid,Cleaning / facilities,Transport cost,0.701,4
ADV-0213,mid,Cleaning / facilities,Childcare cost,0.664,28
ADV-0213,mid,Cleaning / facilities,Mental health,0.814,40
ADV-0213,mid,Cleaning / facilities,Physical health,0.757,33
ADV-0213,mid,Cleaning / facilities,Digital skills,0.788,12
ADV-0213,mid,Cleaning / facilities,English language,0.677,7
ADV-0213,mid,Cleaning / facilities,Housing instability,0.719,41
ADV-0213,mid,Cleaning / facilities,Criminal record,0.667,24
ADV-0213,mid,Cleaning / facilities,Confidence,0.711,13
ADV-0213,mid,Cleaning / facilities,Caring responsibilities,0.704,27
ADV-0213,mid,Admin / office,Transport cost,0.749,9
ADV-0213,mid,Admin / office,Childcare cost,0.707,15
ADV-0213,mid,Admin / office,Mental health,0.766,45
ADV-0213,mid,Admin / office,Physical health,0.717,22
ADV-0213,mid,Admin / office,Digital skills,0.669,21
ADV-0213,mid,Admin / office,English language,0.686,18
ADV-0213,mid,Admin / office,Housing instability,0.719,39
ADV-0213,mid,Admin / office,Criminal record,0.703,34
ADV-0213,mid,Admin / office,Confidence,0.673,35
ADV-0213,mid,Admin / office,Caring responsibilities,0.732,39
ADV-0213,mid,Manufacturing,Transport cost,0.761,45
ADV-0213,mid,Manufacturing,Childcare cost,0.701,37
ADV-0213,mid,Manufacturing,Mental health,0.789,19
ADV-0213,mid,Manufacturing,Physical health,0.668,38
ADV-0213,mid,Manufacturing,Digital skills,0.698,18
ADV-0213,mid,Manufacturing,English language,0.699,56
ADV-0213,mid,Manufacturing,Housing instability,0.707,25
ADV-0213,mid,Manufacturing,Criminal record,0.705,52
ADV-0213,mid,Manufacturing,Confidence,0.669,28
ADV-0213,mid,Manufacturing,Caring responsibilities,0.74,19
ADV-0213,mid,Security,Transport cost,0.757,27
ADV-0213,mid,Security,Childcare cost,0.674,13
ADV-0213,mid,Security,Mental health,0.8,43
ADV-0213,mid,Security,Physical health,0.77,35
ADV-0213,mid,Security,Digital skills,0.752,36
ADV-0213,mid,Security,English language,0.703,52
ADV-0213,mid,Security,Housing instability,0.732,6
ADV-0213,mid,Security,Criminal record,0.678,29
ADV-0213,mid,Security,Confidence,0.682,22
ADV-0213,mid,Security,Caring responsibilities,0.761,27
ADV-0213,mid,Other,Transport cost,0.654,46
ADV-0213,mid,Other,Childcare cost,0.746,14
ADV-0213,mid,Other,Mental health,0.751,56
ADV-0213,mid,Other,Physical health,0.787,39
ADV-0213,mid,Other,Digital skills,0.694,20
ADV-0213,mid,Other,English language,0.766,36
ADV-0213,mid,Other,Housing instability,0.771,43
ADV-0213,mid,Other,Criminal record,0.739,42
ADV-0213,mid,Other,Confidence,0.73,39
ADV-0213,mid,Other,Caring responsibilities,0.762,6
ADV-0214,mid,Warehouse / logistics,Transport cost,0.682,12
ADV-0214,mid,Warehouse / logistics,Childcare cost,0.72,19
ADV-0214,mid,Warehouse / logistics,Mental health,0.715,44
ADV-0214,mid,Warehouse / logistics,Physical health,0.701,46
ADV-0214,mid,Warehouse / logistics,Digital skills,0.763,14
ADV-0214,mid,Warehouse / logistics,English language,0.749,28
ADV-0214,mid,Warehouse / logistics,Housing instability,0.687,48
ADV-0214,mid,Warehouse / logistics,Criminal record,0.769,26
ADV-0214,mid,Warehouse / logistics,Confidence,0.707,14
ADV-0214,mid,Warehouse / logistics,Caring responsibilities,0.689,16
ADV-0214,mid,Retail,Transport cost,0.752,15
ADV-0214,mid,Retail,Childcare cost,0.776,26
ADV-0214,mid,Retail,Mental health,0.756,53
ADV-0214,mid,Retail,Physical health,0.713,25
ADV-0214,mid,Retail,Digital skills,0.691,24
ADV-0214,mid,Retail,English language,0.691,42
ADV-0214,mid,Retail,Housing instability,0.8,46
ADV-0214,mid,Retail,Criminal record,0.694,42
ADV-0214,mid,Retail,Confidence,0.675,12
ADV-0214,mid,Retail,Caring responsibilities,0.772,70
ADV-0214,mid,Hospitality,Transport cost,0.677,52
ADV-0214,mid,Hospitality,Childcare cost,0.691,55
ADV-0214,mid,Hospitality,Mental health,0.674,60
ADV-0214,mid,Hospitality,Physical health,0.664,27
ADV-0214,mid,Hospitality,Digital skills,0.784,33
ADV-0214,mid,Hospitality,English language,0.672,54
ADV-0214,mid,Hospitality,Housing instability,0.696,12
ADV-0214,mid,Hospitality,Criminal record,0.722,11
ADV-0214,mid,Hospitality,Confidence,0.688,45
ADV-0214,mid,Hospitality,Caring responsibilities,0.759,8
ADV-0214,mid,Construction,Transport cost,0.691,27
ADV-0214,mid,Construction,Childcare cost,0.768,28
ADV-0214,mid,Construction,Mental health,0.736,32
ADV-0214,mid,Construction,Physical health,0.749,21
ADV-0214,mid,Construction,Digital skills,0.758,26
ADV-0214,mid,Construction,English language,0.758,43
ADV-0214,mid,Construction,Housing instability,0.668,26
ADV-0214,mid,Construction,Criminal record,0.746,7
ADV-0214,mid,Construction,Confidence,0.796,34
ADV-0214,mid,Construction,Caring responsibilities,0.746,51
ADV-0214,mid,Care / health,Transport cost,0.751,40
ADV-0214,mid,Care / health,Childcare cost,0.71,20
ADV-0214,mid,Care / health,Mental health,0.756,30
ADV-0214,mid,Care / health,Physical health,0.663,10
ADV-0214,mid,Care / health,Digital skills,0.752,18
ADV-0214,mid,Care / health,English language,0.739,7
ADV-0214,mid,Care / health,Housing instability,0.798,59
ADV-0214,mid,Care / health,Criminal record,0.783,42
ADV-0214,mid,Care / health,Confidence,0.663,37
ADV-0214,mid,Care / health,Caring responsibilities,0.678,25
ADV-0214,mid,Driving,Transport cost,0.714,38
ADV-0214,mid,Driving,Childcare cost,0.791,37
ADV-0214,mid,Driving,Mental health,0.746,46
ADV-0214,mid,Driving,Physical health,0.663,38
ADV-0214,mid,Driving,Digital skills,0.74,31
ADV-0214,mid,Driving,English language,0.666,12
ADV-0214,mid,Driving,Housing instability,0.694,28
ADV-0214,mid,Driving,Criminal record,0.765,18
ADV-0214,mid,Driving,Confidence,0.751,26
ADV-0214,mid,Driving,Caring responsibilities,0.67,6
ADV-0214,mid,Cleaning / facilities,Transport cost,0.776,16
ADV-0214,mid,Cleaning / facilities,Childcare cost,0.761,7
ADV-0214,mid,Cleaning / facilities,Mental health,0.714,36
ADV-0214,mid,Cleaning / facilities,Physical health,0.768,15
ADV-0214,mid,Cleaning / facilities,Digital skills,0.685,14
ADV-0214,mid,Cleaning / facilities,English language,0.694,11
ADV-0214,mid,Cleaning / facilities,Housing instability,0.668,17
ADV-0214,mid,Cleaning / facilities,Criminal record,0.693,28
ADV-0214,mid,Cleaning / facilities,Confidence,0.704,34
ADV-0214,mid,Cleaning / facilities,Caring responsibilities,0.683,28
ADV-0214,mid,Admin / office,Transport cost,0.787,41
ADV-0214,mid,Admin / office,Childcare cost,0.791,53
ADV-0214,mid,Admin / office,Mental health,0.709,62
ADV-0214,mid,Admin / office,Physical health,0.733,35
ADV-0214,mid,Admin / office,Digital skills,0.789,22
ADV-0214,mid,Admin / office,English language,0.709,48
ADV-0214,mid,Admin / office,Housing instability,0.773,31
ADV-0214,mid,Admin / office,Criminal record,0.708,27
ADV-0214,mid,Admin / office,Confidence,0.747,29
ADV-0214,mid,Admin / office,Caring responsibilities,0.684,24
ADV-0214,mid,Manufacturing,Transport cost,0.798,30
ADV-0214,mid,Manufacturing,Childcare cost,0.748,44
ADV-0214,mid,Manufacturing,Mental health,0.665,15
ADV-0214,mid,Manufacturing,Physical health,0.735,42
ADV-0214,mid,Manufacturing,Digital skills,0.732,64
ADV-0214,mid,Manufacturing,English language,0.71,66
ADV-0214,mid,Manufacturing,Housing instability,0.699,25
ADV-0214,mid,Manufacturing,Criminal record,0.784,7
ADV-0214,mid,Manufacturing,Confidence,0.666,38
ADV-0214,mid,Manufacturing,Caring responsibilities,0.681,24
ADV-0214,mid,Security,Transport cost,0.716,27
ADV-0214,mid,Security,Childcare cost,0.721,15
ADV-0214,mid,Security,Mental health,0.677,53
ADV-0214,mid,Security,Physical health,0.705,38
ADV-0214,mid,Security,Digital skills,0.703,21
ADV-0214,mid,Security,English language,0.746,38
ADV-0214,mid,Security,Housing instability,0.771,55
ADV-0214,mid,Security,Criminal record,0.732,21
ADV-0214,mid,Security,Confidence,0.693,10
ADV-0214,mid,Security,Caring responsibilities,0.773,42
ADV-0214,mid,Other,Transport cost,0.767,37
ADV-0214,mid,Other,Childcare cost,0.685,39
ADV-0214,mid,Other,Mental health,0.664,29
ADV-0214,mid,Other,Physical health,0.74,25
ADV-0214,mid,Other,Digital skills,0.777,12
ADV-0214,mid,Other,English language,0.786,27
ADV-0214,mid,Other,Housing instability,0.742,22
ADV-0214,mid,Other,Criminal record,0.701,47
ADV-0214,mid,Other,Confidence,0.78,29
ADV-0214,mid,Other,Caring responsibilities,0.672,6
ADV-0215,mid,Warehouse / logistics,Transport cost,0.837,40
ADV-0215,mid,Warehouse / logistics,Childcare cost,0.818,45
ADV-0215,mid,Warehouse / logistics,Mental health,0.82,17
ADV-0215,mid,Warehouse / logistics,Physical health,0.85,15
ADV-0215,mid,Warehouse / logistics,Digital skills,0.825,49
ADV-0215,mid,Warehouse / logistics,English language,0.881,62
ADV-0215,mid,Warehouse / logistics,Housing instability,0.895,65
ADV-0215,mid,Warehouse / logistics,Criminal record,0.817,38
ADV-0215,mid,Warehouse / logistics,Confidence,0.911,27
ADV-0215,mid,Warehouse / logistics,Caring responsibilities,0.908,14
ADV-0215,mid,Retail,Transport cost,0.835,34
ADV-0215,mid,Retail,Childcare cost,0.832,22
ADV-0215,mid,Retail,Mental health,0.907,36
ADV-0215,mid,Retail,Physical health,0.78,34
ADV-0215,mid,Retail,Digital skills,0.861,32
ADV-0215,mid,Retail,English language,0.827,39
ADV-0215,mid,Retail,Housing instability,0.853,65
ADV-0215,mid,Retail,Criminal record,0.829,17
ADV-0215,mid,Retail,Confidence,0.913,75
ADV-0215,mid,Retail,Caring responsibilities,0.873,34
